top_left_LDR,top_right_LDR,bottom_left_LDR,bottom_right_LDR,hour,voltage,current,optimal_horizontal_angle,optimal_vertical_angle
844,900,841,886,7,7.63,0.97,87,90
614,589,669,673,12,5.6,0.86,90,86
695,659,681,641,15,5.89,1.05,91,90
418,463,443,464,8,3.93,0.45,88,89
360,334,347,288,10,2.92,0.32,92,91
658,679,710,693,10,6.03,0.72,89,88
385,380,394,315,6,3.24,0.42,92,91
478,568,560,532,9,4.7,0.61,88,88
826,828,881,871,9,7.49,0.93,90,87
740,696,711,750,17,6.37,0.9,90,89
580,573,641,597,13,5.26,0.74,91,87
751,757,814,819,10,6.91,1.03,89,86
716,728,724,687,12,6.28,0.88,90,90
828,859,864,818,10,7.41,0.77,90,90
355,366,431,428,15,3.48,0.39,89,86
629,641,692,642,7,5.73,0.65,90,88
324,319,404,399,7,3.18,0.56,90,86
483,524,493,535,15,4.48,0.66,87,89
702,721,741,746,12,6.4,0.84,89,88
385,360,370,394,11,3.32,0.59,90,89
889,840,859,911,13,7.7,0.78,89,88
679,704,657,654,18,5.93,0.73,89,91
605,585,592,520,6,5.06,0.53,92,91
333,360,302,366,8,2.99,0.43,87,90
818,793,813,799,13,7.09,1.26,90,89
390,389,340,335,7,3.2,0.39,90,92
861,824,780,836,10,7.26,1.26,89,91
657,652,643,651,14,5.73,0.82,89,90
562,565,573,578,12,5.01,0.74,89,89
624,613,646,577,9,5.41,0.93,92,90
565,534,578,504,8,4.8,0.84,92,90
690,686,637,647,10,5.85,0.96,89,92
393,411,414,334,16,3.41,0.39,91,91
382,368,430,349,9,3.36,0.34,92,89
583,532,591,575,8,5.02,0.53,91,88
760,680,700,676,16,6.19,0.83,92,91
754,789,731,757,18,6.67,0.75,88,91
901,880,913,844,6,7.78,1.23,92,90
852,851,897,902,11,7.7,1.02,89,87
827,746,759,816,7,6.92,0.78,90,89
787,739,799,768,6,6.8,1.07,91,88
824,818,801,829,6,7.2,1.1,89,90
876,881,879,839,18,7.64,1.25,90,90
437,522,479,459,15,4.17,0.59,88,90
271,290,254,305,15,2.46,0.25,88,90
765,721,767,787,13,6.69,0.8,90,88
871,908,828,881,12,7.67,0.9,87,91
636,569,613,584,18,5.28,0.54,92,90
726,678,637,681,9,5.99,0.98,90,92
692,689,729,646,15,6.06,0.93,92,90
635,675,620,651,6,5.68,0.59,88,90
551,474,526,522,9,4.56,0.52,92,89
510,566,479,567,9,4.67,0.54,86,90
614,619,702,695,18,5.78,0.75,90,85
654,687,686,693,11,5.98,0.78,89,89
595,526,529,590,18,4.93,0.71,90,90
518,575,533,530,12,4.74,0.64,88,90
522,529,537,463,14,4.51,0.48,91,91
825,811,795,834,12,7.18,1.02,89,90
352,347,424,372,6,3.29,0.38,91,87
552,552,541,488,17,4.69,0.66,91,91
637,665,662,662,12,5.78,0.82,89,89
347,308,329,378,15,3.0,0.34,89,88
845,852,870,839,7,7.49,1.12,90,89
777,728,783,776,9,6.74,1.01,91,88
514,568,546,538,17,4.76,0.81,88,89
358,285,342,322,16,2.87,0.35,92,89
675,619,660,681,6,5.8,0.6,90,88
873,934,896,933,15,8.0,1.32,87,89
687,616,621,631,8,5.62,0.72,91,91
348,365,314,312,6,2.95,0.47,89,92
840,882,857,800,15,7.43,1.02,90,91
660,693,601,653,8,5.73,0.71,87,92
522,598,547,578,17,4.94,0.74,87,89
346,374,396,397,7,3.33,0.43,89,88
307,329,364,358,6,2.99,0.45,89,87
360,306,272,356,12,2.85,0.32,89,90
872,881,791,846,11,7.46,0.83,88,92
769,751,753,785,8,6.73,0.95,89,89
396,350,381,323,14,3.19,0.38,92,91
551,565,584,556,10,4.96,0.73,90,89
806,735,777,781,13,6.82,0.87,91,89
689,660,716,695,6,6.07,0.94,91,88
620,713,677,634,17,5.82,0.77,88,90
652,637,597,633,7,5.54,0.58,89,91
395,373,365,408,13,3.39,0.5,89,89
887,890,833,799,7,7.5,1.25,90,93
758,782,787,728,6,6.72,0.82,90,90
661,670,674,737,8,6.03,0.61,88,88
857,880,895,837,16,7.63,1.21,90,90
447,393,444,391,16,3.68,0.57,92,90
277,325,264,317,11,2.6,0.31,87,90
423,428,440,438,10,3.8,0.53,89,89
406,390,443,400,16,3.6,0.62,91,88
550,537,623,621,18,5.13,0.64,90,86
919,916,900,899,7,7.99,0.97,90,90
806,765,785,764,12,6.86,0.71,91,90
836,840,815,833,10,7.31,0.84,89,90
624,541,629,582,7,5.23,0.78,93,88
887,823,840,817,7,7.41,0.74,92,91
864,821,841,862,15,7.45,0.92,90,89
528,521,508,444,7,4.4,0.67,91,92
864,847,865,834,14,7.5,1.15,91,90
333,334,329,350,8,2.96,0.48,89,89
621,584,558,608,15,5.21,0.76,89,90
893,884,851,864,16,7.68,1.05,89,91
306,334,398,338,16,3.03,0.53,90,87
577,592,607,602,15,5.23,0.84,89,89
649,611,650,626,6,5.58,0.63,91,89
382,368,361,351,7,3.22,0.4,90,90
682,682,714,652,9,6.0,0.74,91,89
862,822,830,803,17,7.3,0.87,91,91
858,795,789,792,16,7.11,0.89,91,91
706,708,717,712,11,6.25,0.92,90,89
705,730,738,755,12,6.44,0.77,88,88
342,330,338,318,16,2.92,0.4,90,90
661,641,593,666,8,5.63,0.66,88,91
567,622,623,598,17,5.3,0.79,89,89
353,365,332,373,11,3.13,0.39,88,90
334,322,388,345,12,3.05,0.51,91,88
423,437,457,457,17,3.9,0.54,89,88
757,679,696,712,7,6.26,0.65,91,90
458,426,428,486,16,3.95,0.44,89,89
876,875,893,876,17,7.74,1.11,90,89
623,579,572,592,15,5.2,0.73,90,90
633,617,549,639,13,5.36,0.59,88,91
497,508,509,498,17,4.43,0.63,90,89
847,824,893,908,15,7.64,0.78,90,86
438,535,530,518,17,4.45,0.66,87,88
630,626,624,647,16,5.56,0.62,89,89
535,580,503,504,16,4.67,0.65,88,92
689,724,645,657,9,5.97,1.04,88,92
864,903,869,877,14,7.73,1.05,88,90
904,854,882,845,15,7.66,1.1,92,90
764,834,834,830,15,7.17,0.92,88,88
711,795,796,793,14,6.81,1.08,87,87
467,374,465,427,17,3.81,0.57,93,88
784,804,803,753,17,6.91,1.0,90,90
706,686,691,720,13,6.16,0.72,89,89
365,391,342,390,13,3.27,0.53,88,90
878,849,877,900,12,7.71,1.13,90,88
792,859,863,833,13,7.36,0.94,89,88
429,426,334,397,17,3.49,0.38,88,93
528,593,581,547,16,4.95,0.5,89,89
500,582,587,536,8,4.85,0.57,89,88
456,428,433,440,15,3.86,0.56,90,90
550,562,509,582,16,4.85,0.85,87,90
474,443,458,411,16,3.93,0.68,91,91
556,531,574,528,17,4.81,0.51,91,89
519,558,509,491,12,4.57,0.57,89,91
452,416,482,400,7,3.85,0.64,92,89
783,708,741,689,14,6.42,1.1,93,91
320,420,379,402,6,3.35,0.49,86,88
324,262,253,283,6,2.47,0.31,90,91
578,568,511,482,6,4.7,0.7,90,93
541,489,541,500,10,4.55,0.58,92,89
498,458,445,444,6,4.06,0.41,91,91
757,770,735,733,13,6.59,0.7,89,91
370,413,349,328,10,3.21,0.4,89,92
743,765,776,801,18,6.79,1.15,88,88
857,814,840,857,16,7.41,1.1,90,89
554,639,619,551,9,5.2,0.74,89,90
877,850,875,824,16,7.54,1.22,91,90
469,495,484,508,18,4.3,0.71,88,89
481,477,442,440,12,4.05,0.42,90,91
798,858,853,782,6,7.24,0.81,90,90
525,518,472,491,13,4.41,0.48,89,92
925,882,892,931,13,7.98,1.22,90,89
345,422,418,403,7,3.49,0.4,88,88
651,687,709,675,14,5.99,0.65,89,88
487,481,561,500,14,4.46,0.52,91,87
513,486,437,458,6,4.17,0.66,90,92
706,714,680,728,15,6.22,0.73,88,90
295,301,333,350,12,2.81,0.42,89,87
464,461,370,455,13,3.85,0.53,87,92
596,660,604,655,14,5.53,0.86,87,89
562,491,559,497,15,4.64,0.74,93,89
667,613,607,655,18,5.59,0.85,90,90
835,778,798,795,16,7.05,0.96,91,90
478,483,509,473,14,4.27,0.56,90,89
335,352,382,338,17,3.09,0.34,90,89
327,331,324,307,10,2.84,0.37,90,90
820,770,760,809,7,6.95,0.99,90,90
687,728,649,677,18,6.03,0.66,88,92
859,859,863,856,16,7.56,1.0,90,89
476,427,485,499,15,4.15,0.43,90,87
379,424,471,390,8,3.66,0.57,90,88
516,505,503,526,14,4.51,0.66,89,89
332,352,301,326,11,2.88,0.38,88,91
527,481,479,463,9,4.29,0.75,91,91
757,670,706,725,6,6.29,0.69,91,89
428,433,403,470,18,3.81,0.53,88,89
419,461,422,420,6,3.79,0.63,89,90
576,657,663,630,8,5.56,0.6,88,88
491,514,484,459,14,4.28,0.45,90,91
637,549,598,556,16,5.15,0.66,93,90
484,554,575,554,18,4.77,0.72,88,87
419,454,495,428,11,3.95,0.4,90,88
859,890,827,897,9,7.64,1.18,87,90
472,449,424,437,13,3.92,0.59,90,91
545,581,600,561,18,5.03,0.87,90,89
570,595,590,582,6,5.14,0.81,89,89
494,488,451,484,17,4.22,0.75,89,91
444,516,484,451,15,4.17,0.46,89,90
714,667,726,693,14,6.16,0.95,92,89
527,578,574,536,8,4.87,0.83,89,89
600,567,604,535,16,5.07,0.55,92,90
579,570,595,565,16,5.08,0.7,90,89
684,714,679,700,18,6.11,1.03,88,90
427,395,422,436,16,3.7,0.4,90,89
593,632,668,675,9,5.65,0.97,88,87
767,740,704,724,18,6.46,0.96,90,91
510,510,464,497,11,4.36,0.65,89,91
786,734,827,756,11,6.82,0.91,93,88
816,820,830,815,15,7.22,1.13,90,89
867,804,821,897,6,7.45,0.88,89,88
607,607,584,613,13,5.3,0.95,89,90
360,398,325,364,9,3.18,0.37,88,91
716,766,714,670,18,6.3,1.13,89,92
268,361,362,359,12,2.97,0.34,87,87
371,334,337,405,18,3.18,0.44,89,89
474,533,495,499,15,4.4,0.56,88,90
716,670,692,667,13,6.04,1.08,91,90
390,371,416,405,18,3.48,0.35,90,88
363,394,426,390,15,3.46,0.52,90,88
864,885,897,909,11,7.82,0.83,89,88
470,471,511,482,13,4.25,0.57,90,88
892,854,829,869,15,7.57,0.89,89,91
524,554,566,532,14,4.79,0.58,90,89
725,740,732,746,11,6.47,1.06,89,89
522,526,548,536,14,4.69,0.54,90,89
898,906,910,865,18,7.87,1.1,90,90
504,443,500,469,14,4.21,0.71,92,89
923,927,922,844,12,7.95,0.89,91,92
856,834,765,773,9,7.1,1.17,90,93
863,816,851,779,14,7.28,1.16,92,91
350,401,351,398,13,3.3,0.4,87,90
485,508,505,512,7,4.42,0.55,89,89
601,649,662,642,8,5.62,0.81,89,88
469,444,496,453,9,4.1,0.52,91,89
404,455,471,415,18,3.84,0.41,90,89
556,513,515,532,16,4.65,0.57,90,90
510,471,488,472,14,4.27,0.66,91,90
334,343,355,425,8,3.2,0.56,88,87
756,687,775,781,17,6.6,0.83,91,87
619,566,593,556,17,5.13,0.52,92,90
689,610,662,633,9,5.71,0.63,92,90
396,392,465,452,6,3.75,0.43,90,86
585,562,568,525,17,4.93,0.72,91,91
690,695,648,707,12,6.03,0.77,88,90
756,728,793,799,16,6.77,1.17,90,87
654,690,715,708,6,6.09,0.93,89,88
774,755,800,813,13,6.91,0.71,90,87
330,413,372,318,15,3.15,0.34,89,91
313,289,321,288,10,2.66,0.27,91,89
462,428,467,444,11,3.96,0.4,91,89
664,645,638,650,13,5.71,0.69,90,90
855,815,784,785,13,7.12,1.14,90,92
783,753,783,770,12,6.79,1.18,91,89
692,740,748,724,17,6.39,1.08,89,89
665,634,690,667,13,5.84,0.66,91,88
328,347,287,326,6,2.83,0.35,88,91
394,329,379,353,6,3.2,0.55,92,89
704,779,757,717,14,6.5,0.7,89,90
440,408,436,384,8,3.67,0.48,92,90
458,458,423,422,8,3.87,0.39,90,91
427,369,386,458,7,3.61,0.59,89,88
687,698,716,657,14,6.07,0.96,91,90
411,410,420,374,14,3.55,0.43,91,90
530,512,532,489,6,4.54,0.68,91,90
305,367,330,378,17,3.04,0.31,87,89
550,529,553,493,10,4.67,0.61,92,90
356,401,432,414,8,3.53,0.47,89,87
495,460,495,509,8,4.31,0.73,90,88
566,612,616,612,9,5.29,0.79,88,88
285,270,322,261,12,2.5,0.37,91,89
776,755,807,768,7,6.83,1.05,91,88
573,514,559,538,11,4.8,0.62,92,89
344,405,436,389,16,3.46,0.37,89,88
602,633,673,644,14,5.61,0.76,89,87
660,608,637,652,18,5.62,0.81,90,89
816,849,856,804,17,7.31,0.83,90,90
268,276,356,323,8,2.69,0.48,90,86
503,504,521,577,13,4.63,0.67,88,87
761,769,772,749,17,6.71,0.97,90,90
523,541,521,539,8,4.67,0.47,89,90
689,677,694,743,7,6.16,0.73,89,88
843,804,819,864,13,7.32,1.06,89,89
679,777,733,696,8,6.35,0.97,88,90
807,780,732,726,14,6.7,1.15,90,93
296,294,308,317,9,2.67,0.35,89,89
350,362,317,342,8,3.02,0.49,89,91
418,412,369,419,13,3.56,0.55,88,91
750,770,739,737,15,6.59,1.04,89,91
441,429,394,434,15,3.73,0.63,89,91
579,657,630,600,9,5.42,0.76,88,90
497,537,498,539,11,4.55,0.75,87,89
558,631,594,539,10,5.11,0.72,89,91
388,418,362,436,6,3.53,0.41,87,90
827,786,826,815,12,7.16,1.14,91,89
307,263,329,325,10,2.69,0.28,91,87
722,696,704,697,6,6.2,1.02,90,90
636,649,564,598,15,5.38,0.58,88,93
566,606,583,606,17,5.19,0.76,88,89
480,461,523,486,6,4.29,0.62,91,88
416,469,416,444,18,3.84,0.54,87,90
624,687,608,672,18,5.7,0.59,86,90
809,775,848,805,18,7.12,0.79,91,88
525,561,521,542,17,4.73,0.78,88,90
535,448,473,475,9,4.25,0.52,92,90
892,911,864,932,10,7.92,0.8,87,90
881,885,809,812,14,7.45,1.0,89,93
332,310,304,294,15,2.73,0.34,90,91
684,727,737,650,17,6.15,0.84,91,90
405,399,428,421,15,3.64,0.58,90,88
742,789,715,768,12,6.63,0.96,87,91
368,403,365,367,8,3.31,0.37,89,90
657,633,648,699,13,5.8,1.04,89,88
859,889,836,893,17,7.65,0.9,87,90
539,504,543,592,11,4.79,0.8,89,87
774,799,800,727,14,6.82,0.92,91,91
742,797,806,761,14,6.83,0.78,89,89
462,516,503,471,9,4.29,0.58,89,90
403,410,406,442,7,3.65,0.45,88,89
473,508,460,514,6,4.3,0.72,87,90
715,765,715,762,16,6.5,0.72,87,90
774,773,773,739,11,6.73,1.03,90,90
716,668,710,723,18,6.2,0.69,90,88
548,517,580,532,11,4.79,0.66,91,88
868,867,813,781,14,7.32,1.27,90,93
885,885,862,936,14,7.85,0.93,88,89
439,484,419,476,7,4.0,0.65,87,90
840,817,833,803,14,7.24,0.9,91,90
615,662,688,629,17,5.71,0.59,90,89
854,914,897,916,14,7.88,1.23,88,88
713,705,667,750,11,6.24,1.02,88,90
596,631,597,623,8,5.38,0.94,88,90
730,784,748,748,9,6.62,1.13,88,90
445,537,502,459,8,4.27,0.68,88,90
667,679,643,642,9,5.79,0.85,89,91
889,887,870,912,14,7.83,1.03,89,89
569,597,613,539,15,5.1,0.7,91,90
457,484,528,455,12,4.23,0.69,91,88
351,419,419,347,8,3.38,0.45,90,90
593,583,600,616,10,5.26,0.78,89,89
820,845,761,750,16,6.99,0.74,89,93
649,685,680,628,18,5.81,0.8,90,90
393,396,446,379,14,3.55,0.58,91,89
461,447,422,404,6,3.81,0.58,90,92
731,723,649,711,9,6.19,1.04,88,92
561,609,571,610,15,5.17,0.91,87,89
463,514,544,475,9,4.39,0.73,90,88
260,349,321,318,13,2.74,0.33,87,89
859,873,847,866,11,7.58,0.86,89,90
871,873,848,807,16,7.48,0.86,90,92
569,599,543,550,15,4.97,0.52,89,91
724,657,659,655,11,5.93,0.76,91,91
668,728,679,677,14,6.05,0.96,88,91
431,444,465,457,8,3.95,0.45,89,88
545,615,593,576,16,5.12,0.81,88,89
726,755,797,799,6,6.77,1.11,89,87
845,871,850,831,13,7.47,1.09,89,90
396,433,411,446,15,3.71,0.59,88,89
890,890,833,886,6,7.7,0.91,88,91
614,612,650,677,7,5.62,0.85,89,87
386,417,403,451,8,3.64,0.39,88,88
467,452,501,511,7,4.25,0.54,90,87
546,505,548,577,10,4.79,0.65,90,88
283,354,378,309,16,2.91,0.45,89,88
896,901,917,925,13,8.0,1.07,89,88
552,585,564,631,6,5.13,0.65,87,88
406,449,356,427,11,3.6,0.45,87,91
855,801,829,813,15,7.25,1.06,91,90
694,760,694,678,8,6.22,0.69,88,92
724,718,749,708,10,6.38,0.69,91,89
340,322,384,406,16,3.19,0.36,89,86
706,659,624,644,13,5.79,0.81,90,92
611,576,618,547,9,5.17,0.61,92,90
859,828,882,860,14,7.54,1.17,91,88
309,313,278,272,6,2.58,0.41,90,91
802,865,822,893,11,7.44,0.87,86,88
804,792,837,873,9,7.27,1.06,89,87
496,469,517,449,7,4.25,0.65,92,89
855,849,909,841,8,7.6,1.09,91,88
735,780,808,752,7,6.76,0.91,90,88
736,788,772,802,9,6.81,1.21,87,88
550,452,531,516,13,4.51,0.64,92,88
387,462,441,440,9,3.8,0.62,88,89
471,528,509,525,11,4.47,0.6,88,89
526,551,611,577,14,4.98,0.52,90,87
744,679,695,670,7,6.13,0.8,92,91
561,614,628,603,17,5.29,0.87,89,88
686,725,730,762,11,6.38,0.66,88,87
797,831,747,842,16,7.08,1.21,86,90
474,442,428,444,12,3.93,0.69,90,91
641,634,656,655,7,5.69,0.72,90,89
625,604,608,604,12,5.37,0.9,90,90
601,556,523,530,14,4.86,0.55,90,92
463,483,445,462,9,4.08,0.63,89,90
595,639,602,579,6,5.31,0.93,89,91
648,643,631,628,10,5.61,0.95,90,90
305,348,276,262,18,2.62,0.35,89,92
794,703,713,802,16,6.62,1.12,90,89
663,656,733,736,14,6.13,0.88,90,86
685,674,670,669,10,5.93,1.0,90,90
850,793,797,817,12,7.16,1.19,90,90
544,583,576,512,15,4.87,0.68,90,90
627,654,658,655,15,5.71,0.84,89,89
733,780,714,776,17,6.6,0.87,87,90
764,769,709,737,13,6.55,1.09,89,92
842,854,859,873,10,7.54,0.76,89,89
377,354,318,355,11,3.09,0.33,89,91
704,746,719,740,8,6.4,0.88,88,89
392,392,334,399,8,3.34,0.52,88,91
314,361,287,328,14,2.84,0.36,87,91
479,472,455,460,6,4.1,0.69,90,90
323,356,378,388,8,3.18,0.56,88,87
450,482,479,460,15,4.12,0.53,89,89
470,509,467,530,13,4.35,0.69,87,89
651,662,587,590,8,5.48,0.73,89,93
801,741,735,744,13,6.64,0.93,91,91
675,633,626,628,18,5.63,0.93,91,91
489,528,556,469,14,4.49,0.65,91,89
356,311,297,289,7,2.76,0.49,91,92
730,785,782,756,14,6.71,0.98,89,89
862,775,843,790,15,7.19,0.99,93,90
764,754,826,776,6,6.86,0.97,91,87
351,381,341,397,8,3.23,0.53,87,89
742,761,751,825,11,6.77,1.09,87,88
340,382,333,383,9,3.16,0.33,87,90
890,831,868,830,18,7.52,0.98,92,90
586,618,592,613,14,5.3,0.66,88,89
427,483,429,447,9,3.93,0.7,88,90
513,449,526,479,14,4.33,0.74,92,88
704,641,685,684,8,5.97,1.0,91,89
808,833,843,770,9,7.16,0.88,91,90
521,475,456,473,16,4.23,0.48,90,91
547,619,538,559,14,4.98,0.78,87,91
521,490,536,515,11,4.54,0.76,91,89
710,645,686,632,11,5.88,0.98,92,90
651,645,569,656,13,5.54,0.89,87,91
500,494,491,482,7,4.33,0.68,90,90
832,848,843,906,13,7.54,1.2,88,88
723,777,739,742,18,6.56,1.1,88,90
586,597,584,629,8,5.27,0.69,88,89
855,796,872,824,12,7.36,0.75,92,88
846,836,789,840,8,7.28,1.2,88,91
496,511,501,562,6,4.55,0.77,88,88
441,392,430,379,15,3.61,0.65,92,90
380,368,367,399,11,3.33,0.56,89,89
411,464,414,448,10,3.82,0.58,87,90
766,750,742,742,17,6.6,1.11,90,90
692,689,708,741,14,6.22,0.84,89,88
662,666,688,611,13,5.78,0.61,91,90
618,613,592,660,13,5.46,0.81,88,89
267,319,350,320,15,2.76,0.43,89,87
362,373,426,333,18,3.29,0.35,92,89
878,827,847,891,15,7.57,1.13,90,89
849,828,813,806,18,7.25,0.91,90,91
812,759,825,754,18,6.93,1.14,93,89
409,442,458,436,10,3.84,0.68,89,88
443,436,455,409,8,3.83,0.45,91,90
377,398,357,426,13,3.43,0.45,87,89
794,754,799,747,16,6.8,0.72,92,90
437,443,394,413,7,3.71,0.38,89,91
424,382,370,433,17,3.54,0.62,89,90
758,716,768,685,9,6.44,0.99,93,90
763,681,757,745,10,6.48,0.77,92,88
264,355,360,313,18,2.84,0.34,88,88
272,301,312,356,18,2.73,0.41,88,87
679,674,639,634,11,5.78,0.77,90,92
745,696,698,736,10,6.32,0.63,90,90
569,579,653,651,8,5.39,0.91,89,86
730,706,680,693,7,6.18,0.63,90,91
282,346,355,296,16,2.81,0.42,89,89
464,495,468,448,13,4.12,0.57,89,91
523,559,595,535,17,4.87,0.53,90,88
582,539,551,524,17,4.83,0.6,91,91
311,262,348,346,6,2.79,0.46,91,86
387,419,341,356,13,3.31,0.45,88,92
870,812,880,857,13,7.52,0.79,92,88
330,333,294,293,6,2.75,0.43,89,91
445,447,421,398,7,3.76,0.38,90,91
530,497,524,551,14,4.62,0.5,90,88
482,427,519,489,6,4.22,0.49,92,87
460,460,472,525,15,4.22,0.53,88,88
800,816,779,826,9,7.08,1.04,88,90
861,870,846,839,12,7.51,0.94,89,91
614,649,632,697,6,5.7,0.86,87,88
413,408,365,434,14,3.56,0.59,88,90
524,509,568,529,9,4.68,0.7,91,88
869,868,852,860,7,7.59,0.9,89,90
376,396,364,387,7,3.35,0.35,88,90
821,779,814,752,15,6.96,0.79,92,90
788,815,815,785,17,7.04,1.22,90,90
464,519,495,462,8,4.27,0.47,89,90
738,749,742,771,6,6.6,0.77,89,89
351,407,392,328,15,3.25,0.47,90,90
313,327,304,281,14,2.69,0.46,90,91
760,797,730,774,11,6.73,0.89,87,91
425,373,364,434,13,3.51,0.38,89,90
621,648,664,634,16,5.65,0.88,90,89
562,504,508,513,17,4.59,0.49,91,91
593,618,599,601,8,5.3,0.74,89,90
681,731,660,728,9,6.16,0.66,87,90
277,322,334,316,14,2.75,0.34,89,88
849,833,788,787,13,7.16,0.75,90,92
439,446,422,468,12,3.9,0.41,88,89
801,831,810,845,10,7.23,1.04,88,89
425,411,447,421,7,3.75,0.67,91,89
877,833,844,832,8,7.45,1.27,91,90
495,507,424,475,8,4.18,0.72,88,92
272,302,263,316,10,2.54,0.25,87,89
373,319,278,318,16,2.83,0.33,90,92
307,282,269,282,14,2.51,0.25,90,90
758,803,796,801,6,6.95,1.24,88,89
515,504,509,524,16,4.51,0.6,89,89
737,787,779,817,15,6.86,1.2,87,88
737,739,690,697,12,6.3,1.08,89,92
546,484,479,533,18,4.49,0.47,90,90
757,755,795,747,18,6.72,1.17,91,89
819,825,755,740,9,6.9,0.76,90,93
511,504,539,555,12,4.64,0.79,89,88
339,330,387,384,17,3.17,0.46,90,87
312,326,356,318,8,2.89,0.42,90,89
619,590,577,628,8,5.31,0.74,89,90
738,696,749,703,10,6.35,0.89,92,89
519,491,525,564,9,4.62,0.5,89,88
475,487,459,441,17,4.1,0.51,90,91
350,348,338,360,8,3.07,0.38,89,90
563,592,624,645,15,5.33,0.66,88,87
871,856,869,946,11,7.79,1.15,88,87
251,342,285,297,13,2.58,0.34,87,90
657,682,627,691,14,5.84,0.68,87,90
509,452,462,516,6,4.26,0.59,90,89
386,402,415,368,16,3.46,0.56,90,90
711,701,757,690,14,6.29,0.86,91,89
652,639,649,708,14,5.82,0.71,88,88
439,445,504,521,12,4.2,0.46,89,86
352,389,386,346,12,3.24,0.47,90,90
466,473,408,460,12,3.97,0.49,88,91
887,857,878,846,17,7.63,1.35,91,90
428,386,394,391,12,3.52,0.63,91,90
706,735,712,742,8,6.37,0.92,88,89
438,376,384,391,11,3.49,0.51,91,90
574,595,620,568,12,5.18,0.54,90,89
589,546,599,605,14,5.14,0.9,90,88
825,832,809,819,15,7.23,1.09,89,90
908,912,943,892,16,8.04,0.99,91,89
706,714,767,771,17,6.51,0.86,89,87
446,448,422,454,14,3.89,0.48,89,90
865,860,779,803,16,7.27,0.85,89,93
607,625,639,666,10,5.58,0.72,88,88
347,364,284,287,17,2.82,0.45,89,93
555,517,522,543,18,4.7,0.63,90,90
789,790,830,851,18,7.17,1.09,89,87
906,868,898,916,7,7.89,1.32,90,89
312,285,332,305,14,2.71,0.47,91,89
692,679,657,709,14,6.02,0.73,89,90
659,635,621,701,12,5.75,0.72,88,89
357,307,324,283,7,2.8,0.35,92,91
677,672,664,640,12,5.84,1.01,90,91
680,667,681,717,8,6.04,0.68,89,88
525,561,582,540,11,4.86,0.66,90,89
550,527,534,568,7,4.79,0.69,89,89
706,777,738,694,14,6.41,0.99,89,91
606,619,538,591,10,5.18,0.67,88,92
526,580,585,538,15,4.9,0.67,89,89
688,606,656,673,14,5.77,0.97,91,89
695,763,702,748,18,6.4,0.95,87,90
538,495,512,552,14,4.61,0.72,90,89
555,546,572,493,16,4.76,0.77,92,90
726,712,714,793,16,6.48,0.99,88,88
853,839,820,841,10,7.37,1.11,89,90
703,705,642,631,14,5.9,0.99,90,93
469,532,537,549,17,4.59,0.75,88,87
625,583,544,566,17,5.1,0.79,90,92
915,911,937,913,8,8.09,1.11,90,89
935,857,844,929,16,7.84,1.39,89,90
593,663,646,608,11,5.52,0.78,89,90
803,788,799,819,10,7.06,0.97,89,89
565,495,500,583,9,4.71,0.7,89,89
379,386,374,389,11,3.36,0.4,89,90
353,341,357,410,10,3.21,0.46,88,88
815,837,783,802,15,7.12,1.01,88,91
396,458,416,424,10,3.73,0.41,88,90
340,320,301,319,8,2.82,0.43,90,91
455,476,535,465,11,4.25,0.58,91,88
441,508,423,442,6,3.99,0.5,87,92
761,796,848,761,10,6.96,0.95,91,88
865,790,868,794,17,7.3,1.14,93,89
370,378,411,383,12,3.39,0.38,90,88
323,316,383,391,12,3.11,0.53,89,86
386,315,375,314,12,3.06,0.4,93,90
736,678,678,727,7,6.2,0.67,90,90
752,777,781,714,11,6.65,1.1,91,90
391,395,406,331,7,3.35,0.43,91,91
402,387,420,379,13,3.49,0.38,91,89
444,475,537,526,14,4.36,0.54,89,86
842,874,915,822,7,7.59,0.78,91,89
601,595,623,610,11,5.34,0.74,90,89
662,610,630,638,12,5.59,1.0,91,90
598,560,562,633,11,5.18,0.71,89,89
621,614,593,667,13,5.49,0.86,88,89
657,749,698,653,7,6.06,0.77,88,91
380,434,364,372,14,3.41,0.55,88,91
627,676,617,616,6,5.58,0.76,88,91
498,537,467,478,9,4.35,0.44,88,92
576,580,572,566,18,5.05,0.84,90,90
527,587,549,592,15,4.96,0.87,87,89
420,470,475,450,12,3.99,0.62,89,89
269,289,309,272,10,2.51,0.44,90,89
422,421,412,473,8,3.8,0.44,88,88
634,714,662,699,8,5.96,0.96,87,89
496,473,441,504,17,4.21,0.46,89,90
441,445,419,418,8,3.79,0.45,89,91
889,883,826,880,6,7.65,0.85,88,91
721,729,789,766,6,6.61,1.16,90,87
321,376,370,385,15,3.19,0.44,88,88
450,441,369,435,10,3.73,0.64,88,92
694,691,619,650,11,5.84,0.58,89,92
524,579,540,539,9,4.8,0.68,88,90
749,834,781,771,8,6.9,1.01,88,90
820,859,823,811,12,7.29,1.3,89,91
597,641,658,622,15,5.54,0.75,89,88
583,567,592,510,7,4.95,0.53,92,91
542,473,463,475,9,4.3,0.74,91,91
540,540,521,499,17,4.62,0.48,90,91
831,783,853,832,17,7.26,1.11,91,88
788,743,790,805,16,6.88,0.7,90,88
719,729,688,736,12,6.32,1.04,88,90
568,587,570,603,10,5.12,0.71,88,89
397,346,361,366,12,3.23,0.55,91,90
